736216,20150910,    22,  1,  28,    27, -1,  21
736219,20150913,     4,  1,  27,    14, -1,  14
736219,20150913,    12, -1,  31,     6,  1,  23
736219,20150913,    16, -1,  27,    13,  1,  20
736219,20150913,     5, -1,  20,    15,  1,   9
736219,20150913,    25,  1,  31,     8, -1,  10
736219,20150913,    18,  1,  34,    29, -1,  31
736219,20150913,    20, -1,  17,    32,  1,  10
736219,20150913,     1,  1,  31,    23, -1,  19
736219,20150913,    17,  1,  33,    11, -1,  28
736219,20150913,    10,  1,  19,     3, -1,  13
736219,20150913,     7, -1,  33,    19,  1,  13
736219,20150913,    31, -1,  42,    30,  1,  14
736219,20150913,     9,  1,  27,    24, -1,  26
736220,20150914,     2,  1,  26,    26, -1,  24
736220,20150914,    28,  1,  20,    21, -1,   3
736223,20150917,    10, -1,  31,    16,  1,  24
736226,20150920,    22, -1,  40,     4,  1,  32
736226,20150920,     5,  1,  24,    13, -1,  17
736226,20150920,     1, -1,  48,     6,  1,  23
736226,20150920,     7,  1,  24,    17, -1,  19
736226,20150920,     8,  1,  28,    31, -1,  14
736226,20150920,    21,  1,  26,    11, -1,  16
736226,20150920,    30, -1,  26,    23,  1,  19
736226,20150920,     2, -1,  24,    24,  1,  20
736226,20150920,    27,  1,  43,    28, -1,  18
736226,20150920,    32,  1,  24,    18, -1,  10
736226,20150920,    15,  1,  23,    20, -1,  20
736226,20150920,    19,  1,  37,     3, -1,  33
736226,20150920,     9, -1,  20,    26,  1,  10
736226,20150920,    12,  1,  27,    29, -1,  17
736227,20150921,    25, -1,  20,    14,  1,   7
736230,20150924,    24,  1,  32,    32, -1,  21
736233,20150927,     7, -1,  28,     3,  1,  24
736233,20150927,     5,  1,  27,    23, -1,  22
736233,20150927,    19, -1,  27,     8,  1,  20
736233,20150927,     2, -1,  39,     9,  1,  28
736233,20150927,    13,  1,  19,    30, -1,   9
736233,20150927,    21,  1,  31,    17, -1,  14
736233,20150927,    22,  1,  51,    15, -1,  17
736233,20150927,    26, -1,  24,    25,  1,  17
736233,20150927,    27, -1,  12,    18,  1,   6
736233,20150927,    14, -1,  35,    31,  1,  33
