738043,20200910,    16,  1,  34,    13, -1,  20
738046,20200913,    29, -1,  38,     2,  1,  25
738046,20200913,     3,  1,  38,     8, -1,   6
738046,20200913,     4,  1,  27,    25, -1,  17
738046,20200913,    19, -1,  34,     5,  1,  30
738046,20200913,     6, -1,  27,    11,  1,  23
738046,20200913,    15,  1,  27,    14, -1,  20
738046,20200913,    12, -1,  43,    21,  1,  34
738046,20200913,    22,  1,  21,    20, -1,  11
738046,20200913,    32,  1,  27,    26, -1,  17
738046,20200913,    17, -1,  16,     7,  1,  13
738046,20200913,    23,  1,  34,    30, -1,  23
738046,20200913,     1, -1,  24,    28,  1,  20
738046,20200913,    18,  1,  20,     9, -1,  17
738047,20200914,    27, -1,  26,    24,  1,  16
738047,20200914,    31, -1,  16,    10,  1,  14
738050,20200917,     8,  1,  35,     7, -1,  30
738053,20200920,     6,  1,  17,    24, -1,  13
738053,20200920,     9,  1,  40,     2, -1,  39
738053,20200920,    12,  1,  42,    11, -1,  21
738053,20200920,    14,  1,  28,    21, -1,  11
738053,20200920,     4, -1,  31,    20,  1,  28
738053,20200920,    28, -1,  31,    25,  1,  13
738053,20200920,    18, -1,  37,    26,  1,  19
738053,20200920,    27,  1,  26,    10, -1,  21
738053,20200920,    30,  1,  31,     5, -1,  17
738053,20200920,    31,  1,  33,    15, -1,  30
738053,20200920,     1,  1,  30,    32, -1,  15
738053,20200920,     3, -1,  33,    13,  1,  16
738053,20200920,    16, -1,  23,    17,  1,  20
738053,20200920,    29,  1,  35,    22, -1,  30
738054,20200921,    19,  1,  34,    23, -1,  24
738057,20200924,    20, -1,  31,    15,  1,  13
738060,20200927,     6, -1,  30,     2,  1,  26
738060,20200927,     4,  1,  35,    18, -1,  32
738060,20200927,     8,  1,  34,    32, -1,  20
738060,20200927,    31, -1,  31,    21,  1,  30
738060,20200927,    22,  1,  36,    19, -1,  20
738060,20200927,    28, -1,  36,    24,  1,   9
738060,20200927,     7, -1,  23,    26,  1,  23
738060,20200927,    27,  1,  28,    13, -1,  21
738060,20200927,    14,  1,  36,    25, -1,   7
738060,20200927,     5, -1,  21,    17,  1,  16
738060,20200927,    11, -1,  26,     1,  1,  23
738060,20200927,    30, -1,  28,    10,  1,  10
738060,20200927,    29,  1,  38,     9, -1,  31
738060,20200927,    12, -1,  37,    23,  1,  30
738061,20200928,    16, -1,  34,     3,  1,  20
738064,20201001,    10, -1,  37,    25,  1,  28
738067,20201004,     5,  1,  31,     1, -1,  21
738067,20201004,    14, -1,  19,     6,  1,  11
738067,20201004,     7,  1,  33,    15, -1,  25
738067,20201004,     8, -1,  49,     9,  1,  38
738067,20201004,    23, -1,  35,    11,  1,  29
738067,20201004,    21, -1,  31,    13,  1,  23
738067,20201004,    29, -1,  31,    20,  1,  23
738067,20201004,    30,  1,  38,    17, -1,  31
738067,20201004,     3, -1,  31,    32,  1,  17
738067,20201004,    18,  1,  17,    24, -1,   9
738067,20201004,     4, -1,  30,    19,  1,  23
738067,20201004,    26, -1,  25,    28,  1,  20
738068,20201005,    16,  1,  26,    22, -1,  10
738068,20201005,    12,  1,  30,     2, -1,  16
738071,20201008,     6,  1,  20,    30, -1,  19
738074,20201011,     5, -1,  23,     2,  1,  16
738074,20201011,     3,  1,  27,     7, -1,   3
738074,20201011,    13,  1,  30,    15, -1,  14
738074,20201011,    19, -1,  40,    16,  1,  32
738074,20201011,     1, -1,  30,    25,  1,  10
738074,20201011,    27,  1,  38,    26, -1,  29
738074,20201011,    18, -1,  30,    32,  1,  10
738074,20201011,    20, -1,  43,    28,  1,  17
738074,20201011,     8,  1,  32,    14, -1,  23
738074,20201011,     9,  1,  37,    24, -1,  34
738074,20201011,    29,  1,  27,    21, -1,  26
738075,20201012,    23,  1,  30,    17, -1,  27
738076,20201013,    31,  1,  42,     4, -1,  16
738081,20201018,     6, -1,  23,     5,  1,  16
738081,20201018,    14,  1,  31,     7, -1,  27
738081,20201018,    11, -1,  34,    15,  1,  16
738081,20201018,     2, -1,  40,    21,  1,  23
738081,20201018,    24,  1,  20,    32, -1,  19
738081,20201018,     3, -1,  30,    26,  1,  28
738081,20201018,    27,  1,  38,     8, -1,   7
738081,20201018,    31,  1,  42,    13, -1,  36
738081,20201018,    30,  1,  38,    12, -1,  10
738081,20201018,    28,  1,  24,    18, -1,  16
738081,20201018,    10, -1,  18,    22,  1,  12
738081,20201018,    20,  1,  24,    25, -1,   0
738082,20201019,     1, -1,  38,     9,  1,  10
738082,20201019,    16, -1,  26,     4,  1,  17
738085,20201022,    26,  1,  22,    24, -1,  21
738088,20201025,    11, -1,  23,     2,  1,  22
738088,20201025,     8, -1,  37,     7,  1,  34
738088,20201025,    12, -1,  35,    13,  1,  20
738088,20201025,    23,  1,  27,     5, -1,  24
738088,20201025,     4, -1,  18,    25,  1,  10
738088,20201025,    32,  1,  25,     9, -1,   3
738088,20201025,     1,  1,  37,    29, -1,  34
738088,20201025,    16, -1,  43,    10,  1,  16
738088,20201025,    28, -1,  33,    22,  1,   6
738088,20201025,    30, -1,  45,    19,  1,  20
738088,20201025,    27, -1,  27,    31,  1,  24
738088,20201025,    17,  1,  39,    15, -1,  29
738089,20201026,    18,  1,  24,     6, -1,  10
738092,20201029,     2, -1,  25,     5,  1,  17
738095,20201101,     4,  1,  24,    22, -1,  21
738095,20201101,     7,  1,  31,    31, -1,  20
738095,20201101,    19, -1,  16,     8,  1,   6
738095,20201101,    14, -1,  41,    11,  1,  21
738095,20201101,    21, -1,  28,    12,  1,  22
738095,20201101,    16,  1,  35,    25, -1,   9
738095,20201101,    20,  1,  28,    18, -1,  17
738095,20201101,    23, -1,  26,     6,  1,  23
738095,20201101,    29,  1,  37,    28, -1,  27
738095,20201101,    26,  1,  23,     9, -1,   9
738095,20201101,    27, -1,  28,     3,  1,  24
738095,20201101,    10,  1,  31,    17, -1,  30
