738146,20201222,     3,  1, 125,    10, -1,  99
738146,20201222,    13, -1, 116,    14,  1, 109
738147,20201223,     6,  1, 121,     4, -1, 114
738147,20201223,    12,  1, 121,    20, -1, 107
738147,20201223,    22,  1, 113,    16, -1, 107
738147,20201223,    23,  1, 113,    30, -1, 107
738147,20201223,     2,  1, 122,    17, -1, 121
738147,20201223,    19, -1, 113,    28,  1,  99
738147,20201223,     1, -1, 124,     5,  1, 104
738147,20201223,    27, -1, 131,    15,  1, 119
738147,20201223,    18,  1, 111,     9, -1, 101
738147,20201223,    26, -1, 124,     8,  1, 122
738147,20201223,    29, -1, 120,    25,  1, 100
738147,20201223,    24,  1, 106,     7, -1, 102
738149,20201225,    16,  1, 111,    19, -1,  98
738149,20201225,    17,  1, 138,    10, -1,  99
738149,20201225,     3, -1, 123,     2,  1,  95
738149,20201225,    14,  1, 138,     7, -1, 115
738149,20201225,    13, -1, 121,     8,  1, 108
738150,20201226,     1, -1, 122,    15,  1, 112
738150,20201226,    21, -1, 109,     4,  1, 107
738150,20201226,     6, -1, 128,     9,  1, 119
738150,20201226,    22, -1, 130,    30,  1, 120
738150,20201226,    23, -1, 109,    20,  1,  89
738150,20201226,    12, -1, 125,     5,  1, 106
738150,20201226,    27,  1, 119,    28, -1, 114
738150,20201226,    18, -1, 116,    29,  1, 111
738150,20201226,    25,  1, 128,    11, -1, 126
738150,20201226,    26,  1, 106,    24, -1, 103
738151,20201227,     7, -1, 124,    13,  1,  73
738151,20201227,     4,  1, 106,     3, -1, 104
738151,20201227,    19,  1,  98,    27, -1,  95
738151,20201227,    22, -1, 120,    30,  1, 113
738151,20201227,     6,  1, 118,    23, -1,  94
738151,20201227,    20,  1, 130,    17, -1, 110
738151,20201227,    10, -1, 129,     5,  1, 128
738151,20201227,    12,  1, 108,     2, -1, 107
738151,20201227,    24, -1, 116,    26,  1, 100
738151,20201227,    14,  1, 127,    18, -1,  91
738152,20201228,     1,  1, 128,     9, -1, 120
738152,20201228,    15, -1, 116,     3,  1, 111
738152,20201228,    29, -1, 110,    21,  1, 109
738152,20201228,     8,  1, 124,    11, -1, 111
738152,20201228,    25, -1, 115,    14,  1, 107
738153,20201229,    20, -1,  95,     6,  1,  86
738153,20201229,    10, -1, 116,     9,  1, 106
