736701,20170107,    13,  1,  27,    19, -1,  14
736701,20170107,    29,  1,  26,    11, -1,   6
736702,20170108,    27,  1,  30,    20, -1,  12
736702,20170108,    12,  1,  38,    24, -1,  13
736708,20170114,     2,  1,  36,    29, -1,  20
736708,20170114,    22,  1,  34,    13, -1,  16
736709,20170115,    27, -1,  18,    16,  1,  16
736709,20170115,    12, -1,  34,     9,  1,  31
736716,20170122,     2,  1,  44,    12, -1,  21
736716,20170122,    22,  1,  36,    27, -1,  17
736730,20170205,    22,  0,  34,     2,  0,  28
