737065,20180106,    31, -1,  22,    16,  1,  21
737065,20180106,     2, -1,  26,    18,  1,  13
737066,20180107,    15,  1,  10,     4, -1,   3
737066,20180107,    23,  1,  31,     5, -1,  26
737072,20180113,    26,  1,  15,     2, -1,  10
737072,20180113,    22,  1,  35,    31, -1,  14
737073,20180114,    15, -1,  45,    27,  1,  42
737073,20180114,    21,  1,  29,    23, -1,  24
737080,20180121,    22,  1,  24,    15, -1,  20
737080,20180121,    26,  1,  38,    21, -1,   7
737094,20180204,    26,  0,  41,    22,  0,  33
