735966,20150103,     3, -1,  30,    27,  1,  17
735966,20150103,     5,  1,  27,     1, -1,  16
735967,20150104,     9,  1,  24,    11, -1,  20
735967,20150104,    14,  1,  26,     7, -1,  10
735973,20150110,    22,  1,  35,     3, -1,  31
735973,20150110,    29,  1,  31,     5, -1,  17
735974,20150111,    12,  1,  26,     9, -1,  21
735974,20150111,    14, -1,  24,    10,  1,  13
735981,20150118,    29,  1,  28,    12, -1,  22
735981,20150118,    22,  1,  45,    14, -1,   7
735995,20150201,    22,  0,  28,    29,  0,  24
